200000 200000
2 84034 89322
2 9027 113426
2 59833 115672
1 113902 199049
2 122233 174624
2 87012 194703
2 84145 106553
1 51951 83315
2 155931 171032
1 107128 151482
1 90334 107515
1 20941 52646
1 136614 151426
1 131114 166868
2 115743 141492
1 12677 52547
1 33641 136693
1 84710 104996
0 103880 192380
1 103792 143862
2 150548 173453
1 3195 132436
1 100446 154621
1 2087 160994
2 104238 117831
2 130508 169716
0 80501 154910
2 46658 81563
1 101796 138072
1 5588 185418
1 56244 95394
1 27830 150937
2 44629 182923
2 5623 67876
1 26213 119696
0 29361 112282
2 67192 191573
2 6830 113850
2 43435 51923
2 72420 153693
1 126289 161619
2 1367 193578
1 160662 176501
2 160729 190931
0 23287 80426
2 109787 173474
1 17712 170521
2 24542 48069
2 123533 184329
1 56749 100793
2 18368 199994
0 110940 136088
1 49717 96750
2 33123 87681
2 110968 138504
1 794 70099
1 113975 171315
1 25044 135737
1 166316 175622
2 76416 159510
2 106398 192762
2 95926 103702
2 153420 162681
2 102895 122289
0 41400 158978
2 27851 76094
2 19348 141826
2 83223 96667
1 49539 114879
1 117421 125401
1 148151 176711
2 44078 170722
2 6759 17173
1 45400 160375
1 4378 191258
1 49461 80472
1 16173 108459
2 29192 138773
2 21175 144071
0 61492 162848
1 13641 154556
1 57196 125278
1 4454 58804
1 19179 137835
2 10437 174112
2 51789 176250
2 73669 84710
2 37376 139835
2 657 161010
1 40211 129830
2 53852 100756
1 103481 111049
1 31855 66637
1 36551 169690
1 51866 60155
2 71559 111944
1 4428 185614
2 139342 153471
2 56351 131705
1 54011 102533
2 3289 154162
1 8868 106771
2 89760 105205
2 60346 126311
2 34666 178177
2 135775 166088
1 129487 170517
2 91556 123988
2 55693 109813
1 26057 89080
1 24910 96571
0 98240 105439
2 10645 115324
1 47910 187343
2 138362 182891
2 178027 190489
2 85108 119976
1 94154 127885
1 37698 158895
0 43130 163635
1 68040 187260
1 14175 82632
2 64213 197956
2 4011 162219
1 61462 70121
0 114408 155842
2 40950 41135
1 51456 138380
0 10351 75964
1 90338 185594
1 77599 121281
2 8126 69891
2 72340 123941
1 76351 104987
2 62824 189729
1 96481 177232
0 110075 134720
2 159997 189452
2 21452 65416
2 153309 167363
2 4996 128296
1 74888 87675
1 46038 115181
2 20168 118710
1 9898 69953
1 22731 82659
1 49158 167558
2 9155 93408
1 146959 187066
2 100268 174723
0 144916 169071
2 41018 148943
1 37444 111334
1 30044 106209
1 16350 51326
1 15361 175620
1 182919 193498
1 146096 192679
2 88146 179745
2 11964 70821
2 19498 39892
1 32028 197263
2 34707 119446
1 38397 57268
1 24947 177516
1 567 159238
2 163691 194065
2 17302 140161
1 112773 144659
2 72975 155204
1 14255 92473
2 40853 134574
2 3837 76651
1 115048 184434
1 8917 111428
1 54771 168155
1 13476 131846
2 65500 71452
0 38459 94626
1 49830 68860
2 86434 180437
2 115011 143901
1 31334 35201
1 19635 153475
1 47415 132884
1 18539 137240
1 32015 174867
1 6559 19819
1 58278 94764
1 43491 127628
0 46277 149819
2 180836 190178
2 136355 137865
2 84877 91340
1 24224 64799
2 77816 169991
0 43337 52683
2 59242 164882
2 68279 154006
0 149950 197986
2 114155 147805
2 128642 142445
0 2098 181349
2 13305 182578
2 44147 163729
2 38756 133720
1 51905 93410
2 13420 174644
2 42923 194755
2 109225 150720
2 23380 66528
2 28613 82177
2 627 97229
2 13932 103710
1 1531 174431
2 13188 123576
2 39789 65093
2 8685 194865
1 153175 189620
2 56692 168023
2 39572 180857
1 57849 184538
2 81767 179834
0 101830 199521
0 1785 103361
1 26938 84131
1 16550 183079
1 108117 158730
2 159203 177644
0 118950 145668
1 42877 187923
2 17078 196627
0 87509 113265
1 29138 179018
1 811 147275
0 147759 197036
1 122801 164309
2 113659 123039
1 15735 198594
0 107431 117545
2 21820 172171
2 18447 192836
0 105956 198039
0 1326 85010
1 118490 190162
2 82324 115526
2 34128 154680
2 68339 169012
1 426 128364
1 24209 65361
1 64378 196381
2 22625 105569
2 103609 197950
2 2892 188619
0 153324 178781
2 51031 177458
1 96498 127938
1 13302 22625
1 141667 188144
2 68610 123380
2 66620 187759
0 10384 86451
1 124686 157433
0 127578 134371
2 28988 197254
1 42095 164637
1 61135 87081
2 113 86746
2 154751 188257
2 55887 56867
0 39840 64880
2 42643 186606
1 76 130253
1 61158 134447
0 13385 79788
1 60746 121883
2 8964 85565
1 12063 71027
2 83166 153439
1 93870 139053
1 3933 157681
0 106891 125604
1 37145 103910
2 6903 14655
2 28040 153825
2 5139 98002
2 7056 123168
2 9469 78083
1 31522 95884
2 3260 125392
2 167503 199426
2 87939 125030
1 28940 51017
2 14172 152195
1 28126 106021
1 4023 38220
0 43543 170197
1 27491 53012
0 65248 96848
1 165724 184860
1 57301 152364
1 156655 185515
2 7672 104269
0 138196 176520
1 63426 82674
1 120894 178373
1 7444 14810
0 34935 58304
1 48136 179882
2 13860 49334
1 44178 187513
2 154801 173028
2 106805 193650
1 4102 170170
2 33597 53595
2 125460 128322
1 1349 143132
2 117789 120780
2 9576 97671
2 79973 147005
1 107535 135230
2 59203 178688
2 1846 139831
2 122300 144483
1 87332 175895
1 29208 101356
1 19057 91978
1 78544 139837
2 65766 100045
1 62091 86035
2 2236 113673
2 89228 105951
1 29059 99046
1 85791 89894
2 159058 177227
1 122787 182275
1 14765 17461
0 28484 93309
2 109706 157296
2 183779 195741
1 73619 114330
1 20281 70995
1 35679 163411
2 57673 121470
1 157883 196880
1 66693 179155
2 112969 193211
2 22434 57805
2 15102 24199
1 91729 198881
0 137703 188853
0 59848 97349
2 23259 62576
1 56861 80932
2 57393 155167
0 138213 151504
0 52050 131424
0 65 70211
2 94410 157741
1 108772 186139
0 88248 123842
1 137544 182054
1 12493 116472
2 78611 89685
1 63431 182551
2 14935 83371
2 79699 183338
2 105348 183403
2 105155 141145
2 3711 166269
2 133853 170869
2 52848 69275
2 31691 198120
0 150145 193083
0 149531 175634
1 136789 175357
1 62259 171409
1 76757 119154
1 46260 181912
2 101976 184128
2 108136 152181
1 5030 72338
2 36721 90436
1 141358 186867
0 52750 81965
2 86004 189539
2 104978 168151
2 23642 87305
2 49918 125709
2 34046 85274
2 43811 58534
2 130872 173218
2 137660 171899
0 79018 85053
2 107641 160984
0 163340 189512
1 68318 163092
1 91960 108081
0 46179 134021
0 135647 166190
2 20881 179459
2 111402 152677
0 40928 123304
2 42333 171928
2 123771 149975
2 55839 128365
1 18931 38850
1 43364 117486
1 89543 199779
2 55734 131991
1 76615 98249
0 39393 104369
2 27674 111410
1 37440 115954
0 39726 158840
2 157576 168091
1 119652 123293
2 150046 157131
2 105104 156910
2 5253 77831
1 18910 19854
2 59248 139448
1 87010 129015
1 40802 159511
2 32340 115994
2 73570 171496
2 82843 193222
1 13121 59620
2 164724 186763
2 49948 158908
2 1572 177818
1 29811 33619
0 162419 162634
1 39054 122145
1 31643 70837
2 42333 63958
1 41528 180716
1 20767 54649
2 17949 157764
1 88393 124065
2 125637 164091
2 155448 175996
2 47148 117867
2 73273 121663
1 104916 153333
1 85226 100997
2 65942 122231
0 3061 53040
0 21010 43470
0 25756 114976
1 106199 145390
1 82195 153622
2 129344 195474
1 116312 167359
1 120692 159295
2 21689 73116
1 60273 145623
2 29665 59658
1 73135 144694
1 104463 187495
1 49853 154361
2 3476 46864
1 94815 115302
1 147966 176986
1 48782 107261
0 109142 180378
2 42353 87433
2 102011 131667
1 46705 95314
1 150553 196323
2 104914 123089
1 151779 156054
2 71214 162946
2 32071 139932
2 160287 188714
1 14209 41899
2 17994 145201
2 25128 66013
1 134721 161327
1 117449 157651
2 80740 120992
1 153146 174389
0 24360 147614
2 36141 172783
2 49422 72634
2 16389 91322
2 36523 173225
2 56063 178004
2 73615 112725
1 137873 146526
2 152684 183870
2 158260 188762
1 105874 176618
0 127421 142016
2 14650 18157
1 130311 147391
1 120617 173026
2 93032 117383
1 44106 166647
2 20873 132157
2 10562 89909
2 53356 78671
2 81999 171642
2 18651 99063
1 33572 44439
0 119649 163883
1 53261 86181
1 5588 86997
1 103000 131103
1 29488 179612
1 102503 190175
1 159388 159883
0 41882 90885
2 44608 176886
1 21325 56700
1 57326 199794
1 90279 143507
2 17734 65447
2 84799 154572
2 30640 174410
1 15121 133143
1 8883 62094
2 16120 187738
2 1376 177080
2 30429 33780
1 149926 176703
1 40206 119565
1 115688 174292
1 128864 198808
0 13031 19627
1 34748 123219
1 96842 139934
2 932 32884
0 118660 167717
2 79435 149090
0 42145 45183
2 78062 151904
1 34837 193750
1 183217 192558
1 121942 132748
0 112920 161513
1 17800 142586
2 50684 181136
2 18401 152157
1 14189 16611
1 59372 114846
0 11276 163007
0 84078 162465
1 62034 63089
1 3668 111135
1 140407 163875
1 82993 158830
2 166979 180481
1 92413 132639
2 136508 149250
2 46044 180448
2 143455 197726
2 27471 27533
1 6974 167318
1 16075 126995
2 90870 103127
1 151692 166052
2 18057 133031
2 25445 51458
2 78305 103261
1 124349 169253
1 38428 94617
2 147610 182251
1 79420 149569
1 73264 81996
2 94596 185123
2 136815 139982
2 71224 184714
1 9928 122683
2 25944 84132
1 23939 195198
2 6167 144195
1 7906 70129
1 131854 149549
1 139166 179129
1 33762 153399
2 18539 173744
2 49731 74811
0 84739 130307
2 36327 85223
1 109163 137005
2 53358 78384
0 58191 177616
0 20249 25822
2 4952 48228
2 74555 158351
2 86006 93243
2 66977 142974
2 2820 73281
1 25961 177698
2 79318 94872
2 74054 123597
2 132245 158489
1 63510 68846
2 34433 117074
2 60874 191629
2 121077 193988
1 60965 71377
2 96487 180137
1 74187 122689
1 34114 169059
2 87406 92656
1 167497 194056
1 31008 194674
0 137466 181793
1 1563 159020
1 80097 140363
1 151474 172406
1 47962 147423
1 87003 112074
1 37469 102686
2 88968 124875
1 32952 118931
2 25533 29957
2 3312 83775
1 85338 98165
1 25701 101000
1 97822 198107
2 61883 71962
1 142590 173957
1 87406 192996
0 81964 117633
2 31269 40516
0 47249 173154
2 1342 176467
2 74632 137229
2 148487 175632
1 156195 189807
2 115378 178121
2 38874 120711
0 124469 165726
1 13694 42102
0 102890 198971
1 46220 143720
2 98156 163915
2 52719 101144
1 92620 165983
1 74575 122179
1 37557 54638
0 12935 192783
2 145190 158509
1 88556 186793
0 107798 110361
1 51518 181549
0 66026 109540
1 118745 130350
2 127718 142145
0 2293 129572
1 106806 173283
0 62161 186219
2 47761 170931
1 4171 150907
2 177620 195866
0 159169 186531
0 139769 185062
0 31764 173274
1 107923 173909
1 8556 103481
1 10287 147719
0 40792 188800
2 43000 159732
0 3717 80255
0 76121 169343
2 159118 179005
0 412 35126
1 8401 24085
2 116324 166503
1 36639 41232
2 25420 105304
2 62448 103837
2 105448 168473
1 25517 197223
1 93231 111212
2 70331 166860
0 187095 199658
2 11180 133870
1 99846 177683
1 14322 156084
2 115804 156095
2 2163 59932
2 77322 144758
1 58333 144918
1 151564 176417
1 389 118424
2 3367 34434
1 41471 168304
2 4328 184503
2 56939 83509
2 3923 172743
2 91258 145993
2 34159 84933
1 29851 144125
2 6268 195961
1 42657 123009
1 76036 126376
2 84199 96510
2 88527 128165
2 88389 137504
1 77517 92312
1 38306 89977
0 78721 188817
1 12224 49295
0 4059 45256
2 87913 147459
1 125636 163949
2 54599 176811
1 104977 151866
2 33637 42481
2 36350 88699
2 32856 42679
1 121400 184624
1 21325 133624
0 87877 137684
2 1495 77049
1 105583 127131
1 60493 181730
1 15954 49949
0 83586 176295
1 25025 88637
1 37845 166068
2 22470 61768
0 62638 160147
2 48025 196451
1 91872 125074
2 75206 147009
1 7502 22489
0 23457 62936
2 116104 124711
2 28968 141130
1 85926 107198
1 85318 101916
1 122954 147957
2 60760 193968
2 2667 152633
2 12861 27839
1 66538 166681
2 101946 145969
1 70680 103655
1 16000 105302
2 18279 195586
1 120195 156420
2 43149 139723
1 83174 153469
1 156136 191002
2 23905 168997
0 35536 120169
2 23935 53834
1 67511 73842
2 27191 179144
2 91083 128001
2 47503 168713
2 94743 103578
1 85083 186753
2 136183 177755
1 56268 118012
2 4192 38181
1 62117 118798
2 45980 95724
1 73171 143331
2 117524 123291
1 86237 121529
2 97332 156315
2 34249 182415
2 118598 182005
2 85898 174866
1 75140 95411
1 14209 16270
0 11234 109933
1 169617 196393
1 92908 193400
1 130789 165138
1 17083 87104
2 37706 172606
2 19711 114883
1 34915 105609
0 97101 189311
1 98241 113371
1 40958 69288
2 2667 153703
1 9217 147103
2 49643 112241
1 45676 92658
2 18282 33006
1 133165 155769
1 84432 197130
1 46062 190096
1 74053 88337
2 73978 148957
1 76645 133795
2 85863 88249
2 51858 168316
2 144517 179172
2 77132 177523
1 12799 133292
2 46774 84529
1 92837 178220
1 83242 169013
2 32200 73178
0 134652 165995
1 33478 170596
1 55264 195758
1 34436 70280
2 106829 111569
1 40720 161661
2 41601 182363
1 87497 136173
1 99079 105187
1 94717 198998
1 29369 89248
1 56143 62847
0 58606 141605
1 45238 162573
2 44411 68419
0 20123 30081
2 45480 128796
1 16293 117611
1 31724 82579
1 30722 163493
1 36322 76608
2 8817 72069
1 150422 154479
1 29348 175802
2 147913 190111
1 10234 147945
2 55714 105049
0 103754 173325
2 38632 172256
1 135750 195050
1 46184 128710
0 779 126688
1 70040 155259
1 47413 104701
2 111678 184601
2 49272 59623
2 144024 164672
1 167572 184778
2 123765 139762
1 28034 134812
2 97349 163025
0 24037 134339
0 10429 147175
1 31483 110433
2 16084 103039
0 2108 181708
0 111411 125732
2 9656 192781
1 49773 163829
1 77807 107133
1 40832 102539
1 91524 143007
1 38699 184254
1 97113 149132
1 57384 168523
1 86983 129334
2 93610 198394
1 22559 191176
2 52637 71357
1 22478 178490
1 43484 197381
2 140388 161838
1 20582 124642
1 21755 89756
2 79140 190412
1 23505 124826
2 38305 134788
0 95190 157347
2 9985 45378
2 148815 161692
0 155812 192299
1 70490 107117
1 33594 91072
2 115122 180828
2 62134 87593
2 94021 111098
2 12891 65755
1 130156 160945
2 122676 154948
1 720 51098
2 42089 72884
1 30462 180002
2 129948 159222
1 12625 161423
1 87784 139909
1 33931 74786
1 46822 186615
2 149584 176978
0 48279 69900
2 99377 116554
1 57818 112023
1 88280 99791
0 47503 74402
2 60128 140085
2 64264 102948
1 55403 153405
0 42018 114959
2 58621 107954
2 163229 177854
1 94408 106864
1 6431 134868
2 22575 152108
2 32998 96977
1 153414 160188
1 56362 165154
0 9767 193677
1 41079 172483
2 16052 198111
0 95633 117070
2 2498 84308
1 53718 67275
0 5826 24413
1 69831 155176
1 31716 162752
2 32153 196870
2 82171 106899
1 71240 79382
1 77494 135031
1 110916 190424
1 56376 195225
2 100384 178852
0 3265 183527
1 89246 189448
2 91941 152200
1 164403 184354
1 93227 182877
0 54118 148170
0 105501 160545
2 12278 188972
2 68654 113032
2 85390 155943
1 52571 68917
2 71378 158163
2 161712 166457
1 115 47212
1 35389 56791
1 121313 177562
2 81858 199117
1 70830 130871
0 57189 183863
2 11436 56158
2 108729 144535
1 96459 197252
2 39418 174524
1 33784 174639
1 10028 128856
2 103942 123157
1 19412 171577
0 41850 150283
0 123824 124401
2 75606 135260
1 79795 112201
1 77048 134065
2 114093 116466
2 150250 176930
1 86979 195458
2 34967 53819
2 6544 58325
2 28337 164746
0 89147 185531
2 42941 81105
1 109658 156508
2 43724 95157
1 74169 130266
1 51100 56250
1 73226 138079
1 16583 108251
2 147530 166576
1 14241 111265
2 31235 96796
2 56089 172053
2 48131 128950
2 4004 24107
2 70725 153278
1 19017 43328
2 116554 151359
2 111862 133137
2 190981 197019
0 11260 192997
2 76111 158847
2 130900 164724
2 134443 179031
0 13821 183036
2 52666 53274
1 71683 166897
1 47972 139394
0 51257 67127
2 110884 158590
0 37570 67939
1 144050 159168
2 10267 108775
0 33808 43218
1 57039 69946
2 46544 110314
0 93868 193563
2 41536 184519
2 25015 191725
1 135899 164773
2 134840 173469
2 32519 48990
2 5398 175609
1 9417 192826
2 75637 195716
2 42260 57836
0 52480 92701
1 37000 115601
2 77896 145077
0 109850 124152
1 128999 161042
2 1785 109914
2 18621 115312
2 24490 60585
1 62119 100127
0 74315 120692
1 5932 167016
2 1087 82618
1 37778 76866
0 99484 117371
1 13441 46370
2 17220 48155
1 66776 69989
1 43713 131072
1 1572 105832
1 26525 184140
2 8968 148809
1 2629 149896
0 104026 116938
2 3510 92677
2 133303 178266
1 141249 150524
1 14147 136865
0 67937 118709
2 131409 185861
1 76941 170001
2 95322 96789
0 83653 97951
2 69487 131242
2 23919 48539
2 118537 144963
1 4108 176138
1 190285 195057
2 25346 85486
1 19628 156756
1 150049 175955
2 46838 158807
2 6820 130491
1 116330 121081
1 81222 139368
1 26185 77517
0 32618 146645
0 141702 170946
2 129788 143540
1 72920 79521
0 55476 118265
0 14284 133611
1 137456 160632
2 58538 85604
1 141818 197906
0 75424 138303
2 24394 53325
1 60837 195340
0 41481 58635
2 30753 198132
2 10736 149018
2 57038 82629
1 43261 66531
1 122867 128865
1 95533 187035
1 125338 149422
1 29495 95015
2 72205 172566
1 47192 173692
1 45324 118358
1 56061 58897
2 29451 138560
1 12334 65212
2 129320 135201
0 30735 168318
2 121574 180157
1 66607 126004
2 14923 152385
2 104967 149856
2 139677 188808
1 58513 198574
1 53486 77236
1 94941 118698
2 155907 164370
2 49040 62090
1 86967 155309
2 153574 173867
2 105959 120144
2 22274 55816
0 87948 160976
2 19490 198947
0 13078 82359
1 108019 111575
0 63926 153125
2 126017 129876
1 137363 197678
2 41358 87897
2 8041 187710
2 32633 146667
0 98875 150968
2 66267 104794
2 64979 109287
2 83619 176554
2 93001 129679
1 66753 175907
1 5898 113270
2 32010 70981
0 58691 128048
1 7677 130046
1 20563 22904
1 72057 127699
2 143041 153338
2 27104 153309
2 46310 135538
2 107898 113064
2 35314 38980
2 67325 167740
2 68045 111725
2 9096 41771
0 96815 178687
2 50744 135501
1 40455 193786
2 10388 137242
2 73227 189132
1 13382 182097
0 52362 150523
2 20102 64923
1 4500 133952
2 13596 94376
0 26763 146126
2 137132 162265
2 119072 172189
2 45813 160584
0 18641 119040
2 101138 123009
0 56792 168013
0 25890 32936
1 83240 178665
0 43166 177616
2 40094 65790
1 67101 93578
1 35508 65767
2 142704 197702
0 129841 161345
0 84354 134761
1 141147 153063
2 140079 167037
2 62055 147198
2 75169 105221
2 133089 171011
1 17772 154464
2 181072 189972
1 63444 104026
1 33868 191630
1 84981 155208
2 38044 136276
1 94475 169005
1 151022 158026
2 132631 149547
2 82636 91856
0 7528 16760
0 16779 197832
1 8149 177629
1 58575 85611
2 40819 70346
2 166472 177095
1 62452 120097
1 129826 157112
1 56181 178809
1 70665 176824
1 68477 194546
1 30947 127677
1 52178 183389
1 110753 156209
2 162898 181099
1 54567 63924
1 100633 184021
1 41174 57485
1 30019 56093
1 6843 20559
1 184014 191672
2 22619 80582
1 122360 174982
2 78570 163363
2 37355 41468
0 12387 68518
1 113020 193128
1 70546 96542
1 42991 129782
1 141831 179903
2 80269 140897
1 134510 160851
1 55799 135833
2 15548 145619
2 52903 146191
2 37773 44215
1 6163 30901
2 68485 127443
2 173577 188292
1 54470 115408
1 56306 127491
2 107168 192184
2 79319 79497
2 5523 24938
2 10118 87482
2 56182 131697
2 30985 137861
1 118808 122698
1 110990 193530
1 81812 111244
1 8860 9303
1 1487 103098
2 158188 197337
2 65463 119212
2 129330 188286
2 80365 101864
1 10218 132849
2 3676 168010
2 124577 161540
1 135408 189136
2 61648 114349
2 17447 44193
2 50259 91987
1 51996 157450
1 78671 145737
1 142454 192829
1 38684 69024
2 55104 72700
1 77870 113630
2 44330 49038
0 110686 176250
2 33825 71232
2 37843 92887
1 65639 89839
2 41250 168510
1 161339 178896
1 18407 116375
0 107119 171479
2 163841 165701
1 14807 126383
2 54910 102633
2 125714 136458
2 13966 145698
2 11337 110557
2 164598 168939
1 80729 147836
1 139314 166243
2 66923 189714
1 69907 183585
2 84714 130229
2 9560 55977
1 115929 181691
1 9882 195657
1 22566 25326
1 130609 187165
2 67894 120754
1 72239 123560
2 56452 106835
1 90421 128496
1 20650 82593
1 46722 146562
1 146189 178843
1 182114 188725
